state,theta,phi,acceleration,height
3,-11.55,23.06,-361.41,13973.73
3,-31.82,12.87,-334.89,13967.07
3,-39.4,38.98,-348.24,13969.41
3,-0.08,-9.37,-341.34,13977.84
3,-1.31,10.8,-336.28,13972.53
3,9.01,49.09,-343.01,13960.61
3,8.52,-14.75,-355.31,13955.26
3,-7.96,-0.67,-343.9,13926.86
3,18.39,-13.8,-339.71,13913.13
3,7.41,-20.29,-353.2,13913.43
3,-6.8,13.93,-343.13,13916.94
3,14.06,-27.61,-335.92,13927.66
3,9.26,11.05,-330.5,13923.34
3,22.5,-20.53,-333.96,13926.2
3,-9.83,-22.71,-327.04,13926.1
3,17.89,-6.44,-329.19,13933.09
3,-67.77,8.24,-330.31,13924.73
3,-0.71,-21.09,-327.07,13930.57
3,-21.54,1.84,-326.58,13919.49
3,-4.27,-9.15,-337.04,13923.1
3,5.53,8.3,-330.62,13923.32
3,21.26,18.04,-323.22,13915.14
3,15.76,-54.52,-328.81,13931.57
3,20.71,-3.02,-334.99,13950.53
3,13.46,5.75,-325.97,13947.91
3,-1.83,4.68,-326.26,13951.72
3,19.99,-36.27,-339.08,13956.94
3,4.35,-0.52,-342.41,13959.68
3,-15.95,-3.71,-335.25,13944.5
3,-8.3,-29.17,-317.51,13943.49
3,11.32,5.1,-311.11,13937.76
3,0.37,5.45,-326.73,13945.93
3,-9.63,-3.97,-329.17,13940.6
3,16.24,-24.81,-327.19,13941.97
3,-12.66,2.84,-304.52,13941.17
3,27.4,18.29,-290.2,13942.81
3,31.0,6.64,-292.84,13940.73
3,29.83,-27.4,-288.41,13939.58
3,-22.05,-2.42,-262.95,13936.62
3,1.9,29.92,-265.8,13939.15
3,25.94,21.32,-269.51,13938.79
3,-20.19,-8.11,-277.44,13959.17
3,25.4,-11.1,-293.15,13949.86
3,1.82,-23.42,-287.49,13939.57
3,19.92,-3.54,-297.27,13917.07
3,-23.36,-2.19,-276.72,13925.5
3,-15.5,7.59,-270.42,13920.38
3,2.56,21.18,-272.77,13914.63
3,-26.19,7.88,-280.25,13906.53
3,-0.14,-34.6,-270.06,13907.16
3,-20.12,-0.52,-279.38,13903.62
3,-12.64,52.62,-273.95,13881.63
3,-10.12,5.7,-264.81,13878.42
3,24.7,50.45,-253.9,13863.74
3,-6.48,-43.92,-264.04,13851.9
3,37.12,7.24,-255.88,13852.01
3,-6.82,11.23,-263.43,13838.87
3,29.33,-23.97,-263.78,13827.35
3,0.87,21.78,-256.08,13823.9
3,23.64,-9.71,-244.94,13831.78
3,-8.94,-6.12,-234.7,13821.99
3,2.25,-8.5,-236.29,13806.93
3,21.29,5.36,-253.22,13793.51
3,20.55,-9.82,-240.14,13788.33
3,26.05,-13.14,-248.47,13775.06
3,-7.55,21.85,-242.46,13785.72
3,32.8,-35.01,-243.52,13784.17
3,25.76,-24.07,-257.32,13764.68
3,-17.09,-16.47,-259.77,13765.31
3,-20.74,11.52,-261.48,13767.9
3,-47.39,2.55,-244.34,13744.55
3,-16.58,-23.56,-251.38,13746.55
3,1.78,-24.85,-249.89,13752.76
3,-23.36,-37.08,-254.48,13767.21
3,-33.52,4.27,-257.67,13759.92
3,0.56,8.74,-262.1,13743.71
3,-25.98,-31.73,-249.73,13733.61
3,-7.66,24.01,-231.48,13738.69
3,30.29,-1.53,-239.52,13750.29
3,1.72,-0.42,-230.45,13765.22
3,-25.03,22.29,-227.63,13779.07
3,13.69,-17.76,-222.76,13796.39
3,-19.46,-8.11,-235.46,13792.55
3,12.87,-11.56,-235.2,13778.39
3,-6.57,-14.49,-252.16,13775.25
3,12.75,28.29,-249.68,13775.87
3,-18.28,-20.7,-237.03,13763.96
3,-3.64,-17.21,-247.94,13761.03
3,45.59,38.97,-265.16,13756.28
3,24.21,11.03,-269.64,13743.92
3,10.18,-12.78,-261.71,13745.39
3,-28.14,3.17,-258.89,13741.81
3,0.72,29.54,-257.17,13722.22
3,25.45,-17.12,-258.39,13716.83
3,1.37,-7.25,-263.65,13707.93
3,1.59,23.96,-291.89,13702.16
3,-2.19,27.93,-287.47,13701.83
3,27.82,-2.76,-285.75,13713.01
3,-7.4,-17.85,-289.91,13703.51
3,-20.58,-5.61,-303.87,13704.35
3,29.36,3.2,-301.95,13696.45
3,9.92,12.11,-297.08,13696.75
3,21.91,-31.74,-290.12,13700.58
3,20.9,19.25,-296.49,13693.64
3,-22.39,-6.89,-305.54,13683.67
3,-22.1,-17.38,-298.06,13674.2
3,-16.47,22.02,-307.05,13660.93
3,12.94,-14.64,-305.49,13663.28
3,21.11,21.0,-314.81,13667.8
3,-14.42,35.54,-324.23,13658.21
3,-12.13,9.22,-334.88,13655.32
3,-9.74,12.81,-323.12,13648.14
3,-29.09,0.97,-322.87,13666.12
3,-11.69,42.26,-329.37,13665.36
3,18.2,2.84,-336.43,13669.01
3,12.64,4.48,-329.6,13672.94
3,4.09,17.49,-322.33,13669.26
3,-0.52,15.08,-325.8,13670.17
3,23.37,-5.93,-326.4,13657.12
3,13.4,8.7,-311.51,13646.46
3,6.74,2.82,-303.73,13653.47
3,10.51,-24.89,-296.77,13639.04
3,-30.57,-4.39,-307.82,13634.62
3,-37.89,-4.37,-303.63,13613.81
3,-5.5,25.89,-320.06,13625.41
3,25.42,-0.25,-315.85,13627.72
3,7.04,-39.92,-305.44,13621.19
3,14.7,40.32,-307.65,13618.02
3,3.54,13.58,-300.23,13608.19
3,44.11,-11.62,-303.13,13598.39
3,35.54,5.49,-310.65,13582.05
3,1.16,7.45,-298.91,13584.68
3,19.9,-6.67,-303.48,13583.25
3,-25.68,-7.69,-289.41,13566.2
3,11.66,-43.43,-271.17,13546.32
3,-10.38,-20.69,-282.77,13545.37
3,-34.49,-30.21,-292.33,13560.4
3,0.27,2.19,-284.15,13551.48
3,-13.48,-27.17,-281.18,13541.76
3,1.88,-12.27,-297.0,13541.38
3,-20.65,2.92,-294.49,13542.33
3,6.84,19.23,-296.86,13541.1
3,7.79,34.76,-304.04,13524.84
3,23.43,10.38,-324.61,13517.89
3,4.36,-16.47,-330.14,13513.34
3,1.26,-6.53,-323.67,13511.85
3,-2.1,-40.18,-316.61,13498.37
3,5.89,-9.47,-323.01,13483.12
3,11.81,0.53,-332.37,13480.59
3,-7.3,12.1,-316.59,13464.06
3,-16.68,-44.82,-310.96,13445.98
3,20.54,13.76,-324.59,13437.38
3,9.33,-7.94,-326.67,13442.47
3,6.04,6.01,-314.05,13441.76
3,22.76,-7.05,-332.49,13452.44
3,1.16,43.68,-334.32,13442.93
3,30.1,6.25,-327.45,13441.17
3,-14.88,-21.6,-348.29,13434.66
3,35.19,-18.73,-369.39,13452.43
3,-5.48,-16.71,-363.66,13432.87
3,4.52,23.33,-354.96,13427.34
3,-23.75,-2.2,-369.13,13435.77
3,16.92,-19.09,-366.14,13430.73
3,25.62,-14.28,-389.46,13438.59
3,-17.03,-3.94,-393.79,13441.3
3,25.1,-39.99,-389.12,13430.47
3,6.89,-27.18,-379.29,13418.54
3,10.41,28.36,-373.91,13403.69
3,-16.44,12.97,-383.19,13408.58
3,18.74,20.48,-378.91,13408.31
3,14.27,-14.63,-365.3,13401.39
3,-2.03,-21.09,-364.06,13400.93
3,30.85,16.88,-358.51,13398.55
3,-11.61,-11.13,-355.61,13393.67
3,15.25,33.54,-362.93,13397.08
3,-18.05,24.04,-349.39,13386.22
3,12.44,11.6,-349.6,13390.23
3,-19.89,-24.78,-341.35,13382.15
3,1.16,-2.45,-338.68,13386.26
3,38.24,-31.87,-326.06,13391.49
3,-17.2,33.3,-325.46,13391.98
3,-7.17,-20.21,-325.48,13391.01
3,-3.35,-46.32,-317.47,13392.25
3,-24.89,-8.65,-321.89,13400.1
3,23.16,3.88,-317.1,13402.8
3,28.24,-41.47,-315.99,13407.16
3,-1.54,2.84,-310.85,13414.8
3,7.42,-10.04,-323.12,13412.74
3,-32.84,27.07,-321.79,13398.81
3,9.65,-18.32,-347.37,13414.41
3,1.95,-3.36,-355.59,13415.07
3,-10.1,-32.82,-364.04,13421.24
3,-0.05,-21.45,-356.7,13413.75
3,21.67,-3.34,-356.85,13428.22
3,17.26,-8.03,-352.75,13419.87
3,-20.0,-29.89,-359.82,13399.38
3,-6.45,17.38,-361.74,13393.85
3,2.33,-0.04,-373.27,13385.75
3,-4.75,9.94,-376.38,13375.95
3,-9.93,-13.65,-375.87,13367.57
3,20.49,-3.0,-381.24,13362.37
3,61.21,-11.33,-381.1,13368.05
3,-0.14,-17.39,-391.0,13359.22
3,9.89,-3.02,-356.34,13357.01
3,-21.62,-4.66,-359.86,13357.23
3,2.75,-1.84,-362.48,13357.77
3,-18.06,-0.63,-367.73,13375.18
3,-20.14,-14.15,-352.05,13366.26
3,3.7,-26.17,-356.47,13357.5
3,7.13,27.52,-358.7,13348.9
3,-9.69,-40.33,-358.73,13333.01
3,-5.99,16.27,-361.41,13313.28
3,19.96,-3.25,-358.73,13305.85
3,-35.81,29.69,-363.29,13313.44
3,-18.03,-29.54,-370.22,13316.43
3,-5.21,-7.02,-376.83,13323.56
3,15.69,-3.52,-374.39,13316.82
3,17.08,30.7,-383.33,13303.45
3,-22.94,-7.52,-386.99,13272.41
3,11.66,-21.92,-398.86,13264.73
3,53.47,33.7,-408.49,13278.87
3,29.43,-21.73,-411.15,13288.51
3,1.53,-26.94,-443.28,13276.25
3,7.03,0.86,-448.28,13295.81
3,-8.63,-36.04,-444.92,13303.93
3,-1.03,-4.53,-448.29,13289.18
3,26.41,13.22,-464.01,13277.04
3,-0.81,-23.61,-466.13,13270.49
3,11.65,-19.83,-475.0,13271.91
3,-0.38,14.97,-468.8,13262.53
3,-18.39,14.12,-465.25,13257.72
3,18.16,-8.7,-481.58,13268.23
3,1.49,-5.46,-471.59,13277.66
3,13.18,38.49,-473.79,13274.57
3,10.2,4.7,-474.57,13279.71
3,19.9,6.25,-458.81,13287.63
3,42.16,-30.34,-461.27,13274.19
3,25.28,-14.7,-469.43,13267.61
3,-3.07,-13.49,-470.49,13280.5
3,-14.21,22.29,-472.94,13278.42
3,6.21,-3.4,-465.25,13268.5
3,-3.21,-25.8,-452.19,13247.14
3,-29.64,25.33,-445.11,13238.7
3,-32.43,-21.65,-445.53,13225.71
3,25.3,-19.33,-444.5,13225.1
3,-12.37,-8.46,-459.97,13239.92
3,-31.59,-1.99,-454.11,13245.33
3,12.17,30.4,-461.39,13244.78
3,56.65,3.94,-470.13,13236.66
3,0.1,-0.38,-479.66,13254.01
3,7.08,9.95,-497.13,13257.49
3,12.91,15.99,-506.15,13237.97
3,-4.14,-5.67,-510.19,13247.43
3,38.27,-8.73,-520.67,13242.73
3,5.24,16.32,-499.72,13246.34
3,16.25,-32.16,-500.44,13239.53
3,-10.97,3.33,-516.81,13230.53
3,-0.26,-35.03,-502.36,13224.64
3,25.0,0.72,-502.21,13214.84
3,-2.6,30.28,-509.32,13207.66
3,-19.46,8.81,-509.35,13187.43
3,2.98,-21.62,-513.67,13195.25
3,-28.16,-12.36,-504.39,13187.52
3,9.91,4.02,-509.65,13174.69
3,36.22,-13.79,-504.7,13174.43
3,-13.15,20.64,-507.75,13167.22
3,21.93,-0.89,-507.37,13163.38
3,-9.42,-25.03,-522.47,13156.61
3,15.1,2.58,-525.22,13158.36
3,5.86,-12.25,-532.05,13163.41
3,46.62,-13.74,-557.4,13176.37
3,-14.08,36.2,-555.21,13175.42
3,-36.81,-32.4,-544.05,13166.71
3,-30.2,18.55,-551.8,13170.28
3,-6.0,-0.98,-559.72,13168.37
3,-36.01,-0.96,-550.73,13171.69
3,-17.35,-4.59,-543.32,13189.64
3,-5.24,16.63,-523.41,13187.89
3,-45.79,13.31,-510.0,13179.23
3,25.92,38.08,-484.65,13186.78
3,-9.22,-17.26,-484.39,13177.77
3,38.07,6.25,-489.41,13174.34
3,-43.86,-29.62,-489.44,13170.48
3,12.8,1.97,-489.93,13173.03
3,-3.25,7.53,-496.01,13173.7
3,-9.67,-0.38,-494.55,13183.55
3,20.04,15.11,-484.24,13189.55
3,-10.74,-31.93,-489.55,13187.21
3,21.47,1.14,-487.13,13185.39
3,27.5,14.02,-474.51,13174.67
3,1.34,-5.92,-463.65,13181.77
3,10.48,-4.58,-467.63,13181.5
3,12.53,-24.84,-469.04,13190.73
3,18.83,0.09,-456.03,13199.54
3,-3.51,19.17,-453.51,13206.56
3,45.53,-12.09,-451.19,13200.16
3,-16.93,19.89,-449.29,13195.78
3,-24.02,7.1,-453.4,13185.03
3,-5.79,8.84,-458.19,13171.85
3,-12.57,-24.89,-453.95,13160.82
3,-9.74,2.89,-451.48,13156.38
3,20.87,-2.67,-444.88,13164.93
3,-15.82,-7.37,-441.89,13159.47
3,6.45,-0.04,-433.98,13142.37
3,23.58,21.64,-411.36,13151.8
3,21.02,-4.79,-400.65,13146.56
3,-24.36,-0.5,-400.82,13135.72
3,2.15,13.12,-393.37,13153.59
3,-16.11,6.32,-404.88,13148.41
3,-1.9,21.16,-418.47,13145.3
3,-15.81,6.1,-405.19,13145.83
3,-1.64,-31.57,-410.61,13155.69
3,-27.79,-2.11,-413.74,13163.18
3,-0.45,-1.18,-411.64,13159.14
3,18.45,7.33,-414.46,13146.31
3,-8.48,-15.33,-414.43,13133.68
3,-43.19,-22.63,-414.46,13135.48
3,-26.69,10.2,-415.21,13134.85
3,20.77,-13.04,-415.03,13136.36
3,10.7,1.01,-425.8,13131.19
3,2.69,-25.25,-424.99,13117.46
3,-60.21,-39.36,-429.11,13142.55
3,0.2,0.26,-422.81,13133.17
3,30.03,-22.3,-420.77,13137.91
3,-21.35,-1.63,-405.31,13147.09
3,13.89,8.14,-391.42,13135.52
3,8.52,-13.88,-397.98,13136.3
3,1.58,-10.75,-405.53,13135.94
3,8.43,-10.21,-400.34,13141.22
3,4.34,-21.43,-402.33,13131.58
3,-48.58,60.55,-394.36,13134.79
3,-6.02,14.0,-403.06,13130.51
3,31.23,-33.04,-405.04,13119.94
3,-17.32,15.12,-420.22,13105.69
3,-5.55,-8.51,-428.24,13092.39
3,-0.62,48.22,-418.22,13086.16
3,22.35,34.78,-426.05,13068.97
3,-8.93,-9.17,-423.34,13066.19
3,-11.22,-0.63,-430.33,13044.26
3,-13.33,-4.97,-434.97,13039.6
3,8.13,-0.27,-423.12,13035.68
3,-6.22,22.21,-437.44,13022.03
3,44.48,35.47,-439.85,13007.73
3,-8.57,-7.05,-454.95,13018.9
3,-1.98,5.11,-448.43,13012.03
3,-2.85,-41.37,-440.13,13014.56
3,-22.05,6.28,-445.76,13001.03
3,-9.37,-6.36,-441.71,12980.44
3,-8.89,4.71,-454.22,12980.36
3,27.93,12.35,-460.78,12975.91
3,-13.99,19.35,-456.48,12981.52
3,1.6,-10.1,-431.71,12979.37
3,0.46,4.71,-435.17,12987.67
3,-12.09,-27.37,-436.63,12974.29
3,-1.25,-8.74,-431.18,12993.34
3,-14.6,2.06,-440.82,12983.02
3,-15.29,3.23,-453.42,12987.97
3,-9.24,-2.69,-455.27,12980.58
3,13.25,-19.78,-465.78,12989.65
3,3.03,1.27,-448.94,12973.7
3,31.5,-20.72,-439.09,12970.85
3,46.12,-17.41,-440.29,12965.44
3,39.59,-30.03,-445.16,12963.53
3,18.79,47.02,-455.39,12967.98
3,-13.83,-37.51,-460.96,12979.98
3,32.92,-7.04,-460.88,12980.2
3,-15.92,5.78,-470.07,12993.4
3,-11.47,19.37,-458.65,12978.16
3,-16.32,-4.28,-450.8,12972.59
3,19.92,-6.51,-450.02,12974.23
3,-19.07,-1.89,-443.87,12965.24
3,34.81,26.11,-444.82,12960.99
3,25.26,28.18,-442.14,12974.8
3,-23.25,14.74,-448.38,12968.56
3,-27.4,-1.34,-450.78,12960.37
3,19.39,-15.59,-442.31,12955.6
3,-4.85,10.7,-437.78,12962.33
3,-9.73,-23.33,-452.63,12951.57
3,19.1,-9.94,-461.95,12952.21
3,4.84,-6.84,-459.51,12934.93
3,21.64,28.79,-444.84,12948.63
3,20.57,2.47,-439.75,12952.77
3,-22.69,-0.98,-438.38,12927.31
3,-11.09,9.69,-417.09,12927.76
3,-0.72,14.21,-390.24,12924.03
3,-22.76,5.01,-384.83,12926.14
3,1.88,2.71,-387.38,12922.42
3,20.68,-6.85,-387.76,12929.94
3,-9.38,19.8,-377.4,12935.02
3,-6.38,10.17,-389.68,12918.57
3,-13.72,-19.8,-356.98,12888.76
3,22.78,24.18,-347.28,12874.73
3,-0.88,-2.37,-351.53,12865.63
3,-33.28,-15.32,-372.59,12862.79
3,6.99,-1.18,-363.53,12852.85
3,-2.0,12.64,-355.94,12853.46
3,-16.36,10.25,-369.87,12849.5
3,13.93,-49.57,-387.59,12861.74
3,11.51,-23.69,-407.09,12847.79
3,-0.07,24.53,-407.76,12862.71
3,25.68,8.08,-403.62,12853.67
3,18.23,-5.07,-396.41,12864.36
3,8.22,3.33,-387.62,12868.23
3,-5.42,7.32,-375.33,12879.54
3,-15.45,17.44,-376.59,12869.56
3,16.06,25.59,-378.15,12864.62
3,10.32,-28.71,-361.9,12863.76
3,-12.54,-50.46,-367.8,12860.07
3,-9.21,18.75,-348.48,12851.21
3,15.99,28.37,-367.95,12841.01
3,-1.3,11.48,-379.89,12837.78
3,-35.76,25.64,-384.15,12831.88
3,17.63,23.7,-381.45,12822.19
3,22.12,3.25,-378.53,12825.93
3,18.11,1.96,-389.5,12830.68
3,13.93,17.92,-373.79,12829.81
3,-29.75,-4.84,-363.89,12820.67
3,6.66,-30.58,-384.7,12821.01
3,-12.89,-11.87,-393.59,12808.51
3,2.48,4.29,-418.55,12825.35
3,-8.15,18.26,-429.13,12816.98
3,-3.96,-4.78,-426.17,12812.74
3,-26.57,-18.72,-410.05,12819.25
3,-12.22,11.65,-408.26,12825.82
3,18.73,-26.53,-410.12,12828.5
3,-6.45,-12.61,-409.73,12817.87
3,7.61,32.96,-389.62,12815.15
3,33.97,-1.48,-414.15,12806.87
3,7.72,14.85,-395.03,12793.63
3,-29.1,17.85,-386.7,12812.57
3,6.48,12.77,-388.85,12825.16
3,26.79,12.36,-396.48,12840.98
3,5.52,-1.93,-389.17,12833.95
3,-26.68,29.36,-382.25,12818.73
3,-11.08,-1.53,-395.41,12801.4
3,-12.76,-13.6,-399.99,12795.07
3,-9.66,-28.33,-402.6,12781.61
3,-7.16,-19.73,-400.42,12780.5
3,-3.08,-36.05,-404.27,12766.81
3,-13.36,13.81,-401.37,12767.36
3,13.0,9.42,-393.87,12743.53
3,-9.5,-7.59,-377.74,12734.7
3,3.88,0.25,-394.36,12737.43
3,14.08,26.38,-398.63,12720.58
3,6.08,-1.09,-398.64,12718.45
3,-23.37,-7.49,-417.0,12729.0
3,-53.54,-25.82,-421.72,12729.38
3,-24.87,-6.26,-425.44,12733.14
3,18.41,19.65,-431.31,12738.43
3,-1.17,-28.97,-420.02,12747.29
3,18.06,1.53,-427.69,12732.58
3,-19.18,12.84,-430.42,12744.28
3,-8.31,18.8,-422.15,12742.41
3,20.16,3.76,-400.82,12754.41
3,-10.87,5.49,-400.36,12761.4
3,8.92,28.0,-413.08,12741.86
3,-26.64,-2.94,-413.71,12738.72
3,2.43,-1.52,-418.93,12727.36
3,17.01,5.6,-434.7,12716.51
3,14.16,-31.52,-420.88,12718.04
3,-9.28,10.66,-423.75,12722.67
3,-5.1,-16.71,-414.11,12719.6
3,31.84,-27.73,-433.44,12726.85
3,-2.03,19.02,-433.03,12723.09
3,-20.24,39.0,-419.17,12718.48
3,-19.84,-49.5,-420.92,12695.49
3,24.75,-28.84,-421.28,12685.74
3,16.96,22.04,-429.72,12679.06
3,-52.6,7.52,-437.36,12675.43
3,12.17,62.65,-432.01,12673.54
3,7.58,-7.53,-424.78,12682.81
3,-3.44,8.09,-458.65,12685.86
3,12.8,-2.36,-457.91,12674.19
3,7.14,1.7,-441.73,12661.34
3,10.26,-24.3,-426.12,12663.31
3,-21.36,-5.88,-433.2,12665.74
3,-10.08,-0.45,-439.21,12666.52
3,17.58,13.37,-434.57,12657.3
3,11.67,-7.42,-428.72,12671.74
3,35.12,-9.44,-442.94,12659.62
3,13.25,11.95,-439.38,12656.5
3,-3.25,11.72,-435.42,12652.68
3,3.2,-31.24,-439.91,12653.76
3,-6.62,2.53,-451.11,12648.13
3,0.26,-22.75,-448.51,12622.65
3,4.9,5.71,-444.7,12614.82
3,3.11,-1.15,-448.73,12619.67
3,-6.89,0.16,-433.24,12611.34
3,-0.84,-6.36,-417.17,12593.13
3,2.97,-21.13,-414.57,12593.74
3,8.21,20.97,-397.26,12573.12
3,-20.31,-4.86,-403.13,12570.03
3,-2.9,-29.72,-396.5,12581.23
3,-1.55,4.62,-405.69,12573.68
3,-13.78,3.59,-407.74,12565.78
3,3.53,10.69,-424.85,12577.86
3,-5.14,14.8,-430.96,12580.96
3,8.82,1.46,-438.7,12592.69
3,-2.83,-3.93,-454.42,12586.13
3,-15.46,32.27,-473.1,12550.34
3,-26.89,-2.7,-481.79,12525.93
3,-15.76,15.55,-478.42,12537.19
3,23.5,-19.03,-483.43,12546.04
3,-7.95,15.16,-495.03,12551.45
3,-6.66,29.87,-485.64,12549.46
3,23.3,-9.63,-503.03,12535.78
3,45.07,36.55,-489.71,12535.21
3,22.03,12.81,-493.6,12541.56
3,4.15,-21.47,-495.78,12540.56
3,-3.09,-34.84,-488.33,12548.18
3,0.15,4.43,-502.51,12531.02
3,-10.77,-40.88,-496.23,12536.1
3,-6.33,-1.41,-500.53,12519.46
3,17.61,28.04,-510.18,12513.68
3,37.21,2.24,-510.62,12495.5
3,-22.16,-2.98,-516.48,12486.96
3,40.59,21.18,-510.0,12487.63
3,-8.31,-8.24,-514.14,12486.8
3,3.79,-1.24,-513.85,12489.6
3,4.63,13.98,-514.48,12468.75
3,19.0,18.39,-503.52,12465.0
3,3.98,8.89,-489.7,12469.11
3,16.61,10.06,-472.18,12473.74
3,-2.31,-22.99,-479.07,12469.01
3,-16.86,-9.17,-475.68,12475.52
3,15.91,-24.51,-482.76,12464.71
3,-11.76,-12.49,-483.16,12483.13
3,11.23,-4.62,-495.62,12482.9
3,9.26,-31.48,-471.48,12467.32
3,7.24,-30.31,-471.95,12460.37
3,-16.76,4.17,-481.38,12450.32
3,26.01,38.4,-482.3,12445.69
3,8.25,34.99,-477.93,12439.97
3,7.72,-2.89,-489.96,12426.44
3,-34.29,-23.42,-510.42,12431.69
3,5.39,-57.61,-507.84,12439.19
3,35.25,-10.3,-499.48,12449.05
3,14.39,-0.25,-514.07,12475.72
3,-30.9,-0.18,-519.59,12476.59
3,-12.81,-11.01,-526.71,12475.29
3,-19.47,8.12,-534.75,12455.68
3,12.33,4.44,-541.26,12449.33
3,-0.39,-5.15,-521.71,12430.39
3,44.98,10.48,-526.76,12411.11
3,20.65,-14.73,-539.12,12435.4
3,-10.24,-3.08,-527.75,12449.9
3,10.54,-12.23,-516.99,12462.28
3,4.02,-13.98,-517.18,12457.15
3,-18.25,-28.33,-527.55,12456.5
3,5.65,-31.27,-530.65,12445.73
3,18.68,-10.8,-539.0,12445.07
3,-32.73,6.37,-526.11,12454.53
3,-19.6,14.0,-538.57,12442.11
3,-37.67,-3.22,-530.4,12430.46
3,-30.97,23.35,-520.36,12425.52
3,36.94,21.44,-511.38,12412.9
3,-2.3,-25.62,-520.46,12412.28
3,0.74,11.22,-503.91,12399.36
3,5.96,27.44,-494.5,12402.54
3,10.67,-0.77,-501.85,12391.11
3,-48.14,26.14,-497.63,12383.62
3,-2.86,-11.25,-511.76,12366.11
3,28.14,-11.72,-526.39,12363.12
3,-14.21,1.53,-539.77,12344.42
3,-46.51,16.27,-556.78,12331.28
3,70.94,14.56,-558.36,12342.34
3,-41.6,-35.12,-576.79,12341.51
3,-7.19,1.36,-575.93,12330.25
3,-8.92,33.6,-571.18,12321.59
3,11.43,-25.65,-582.61,12307.77
3,29.52,-9.23,-577.58,12308.7
3,15.72,19.35,-573.55,12302.38
3,25.43,-14.23,-579.62,12278.49
3,-13.31,24.38,-572.22,12262.69
3,4.81,-13.9,-584.55,12247.39
3,-17.96,-14.8,-599.64,12233.62
3,5.43,0.14,-603.26,12235.09
3,-52.92,29.86,-602.09,12239.92
3,-3.31,44.28,-595.15,12240.25
3,8.72,-10.81,-596.16,12244.13
3,20.26,0.7,-592.42,12230.22
3,-16.33,6.86,-602.55,12228.89
3,33.7,-31.76,-598.35,12221.43
3,1.39,6.67,-603.96,12208.31
3,19.72,10.7,-603.44,12219.49
3,-0.61,-1.8,-592.33,12223.81
3,10.42,0.3,-602.85,12219.38
3,-19.88,-3.26,-595.34,12199.53
3,7.52,-15.38,-599.23,12198.09
3,49.2,9.49,-598.28,12202.08
3,26.19,-7.16,-596.46,12204.98
3,13.58,-2.31,-594.06,12194.71
3,-20.14,11.9,-586.65,12204.88
3,-2.22,-21.22,-589.62,12200.25
3,-18.06,-9.76,-592.86,12201.03
3,-41.5,7.41,-603.57,12200.31
3,30.5,7.73,-607.59,12189.46
3,4.85,14.56,-615.58,12197.34
3,-18.28,28.68,-606.55,12196.28
3,26.2,-3.0,-622.2,12191.31
3,-11.24,-0.25,-623.75,12195.64
3,-58.02,-21.29,-630.44,12193.6
3,7.94,-1.56,-637.62,12185.11
3,-29.27,-12.54,-658.2,12203.62
3,4.01,33.34,-672.56,12201.16
3,12.34,3.33,-668.35,12199.7
3,16.38,21.59,-679.11,12202.18
3,10.08,12.23,-674.39,12212.84
3,-40.34,39.32,-672.51,12196.93
3,-1.86,-1.77,-677.35,12207.91
3,19.92,22.57,-685.27,12201.63
3,15.86,35.26,-688.87,12190.74
3,1.95,-28.92,-698.15,12188.39
3,-15.88,28.73,-698.19,12176.8
3,2.51,-6.65,-704.38,12180.73
3,-9.31,-35.29,-711.36,12190.89
3,-3.39,-0.6,-699.75,12183.14
3,5.6,-21.58,-699.38,12183.04
3,-9.58,22.37,-698.73,12174.86
3,5.34,-7.04,-705.19,12170.79
3,12.61,6.65,-715.29,12162.51
3,-4.09,4.57,-718.27,12153.7
3,8.09,-26.04,-711.59,12145.48
3,-27.87,-21.83,-719.37,12146.12
3,-19.96,16.15,-722.31,12129.56
3,-31.23,9.87,-737.13,12143.34
3,15.95,-10.31,-739.15,12139.82
3,-21.37,9.05,-753.25,12124.84
3,-2.34,33.83,-747.78,12102.26
3,-9.15,-2.05,-747.71,12096.35
3,-23.95,-19.19,-759.21,12101.98
3,17.07,-30.49,-764.11,12099.54
3,6.33,15.54,-758.45,12103.27
3,30.43,-18.81,-777.64,12103.6
3,-5.62,11.35,-782.08,12102.93
3,14.02,10.92,-779.39,12105.19
3,-4.9,8.32,-782.65,12111.87
3,6.29,3.13,-791.41,12116.72
3,-32.07,11.39,-793.4,12119.36
3,44.54,-3.33,-789.91,12126.49
3,11.76,10.5,-776.39,12137.38
3,23.83,-18.92,-765.01,12129.43
3,0.75,3.58,-770.97,12123.82
3,-4.04,-5.03,-778.27,12118.82
3,-13.05,-29.08,-779.88,12106.15
3,-5.59,-4.78,-792.44,12094.26
3,5.54,9.45,-789.22,12098.57
3,7.91,-38.94,-802.47,12096.3
3,5.15,29.71,-800.69,12081.21
3,2.19,-17.89,-803.1,12077.72
3,32.59,-13.32,-810.5,12066.2
3,29.51,22.13,-815.71,12040.64
3,-32.82,1.49,-824.41,12016.92
3,7.91,3.96,-807.84,12009.29
3,3.45,7.45,-814.92,12014.11
3,2.3,19.63,-810.68,12018.55
3,11.17,7.25,-815.65,12008.26
3,1.71,0.22,-835.37,12021.3
3,-5.58,10.95,-836.38,12018.74
3,24.28,6.52,-828.37,12012.01
3,-5.82,-42.71,-834.04,12012.21
3,17.83,33.21,-815.9,12011.87
3,23.56,4.56,-805.67,11996.84
3,5.92,-7.26,-797.24,11999.03
3,-35.72,-27.83,-809.79,12003.25
3,0.26,28.92,-812.97,11996.5
